"159","Art Deco shagreen and ivory travel desk clock. Art Deco shagreen and ivory travel desk clock. The sh {{URL}}" 
"160","Coming up in our 1st October Fine Arts Sale: An early 17th century depiction of Christ crucified carved in ivory, circa 1600 - 1625.
.
.
Finely carved with polychrome painted hair and… {{URL}}" 
"161","Rare Ivory tea caddy one of many we have for sale in our collection.

{{URL}} #teacaddy #antiques #buywithconfidence  {{URL}}" 
"162","Any keen writers will appreciate lot 189 featured in day 1 of our Oxford Library Sale. This striking 18th century Italian rosewood &amp; ivory writing slope features finely engraved panels depicting figural &amp; hunting subjects (est:£500 - £800). Pre-register at {{URL}} {{URL}}" 
"163","RT {{MENTION}}: #Halloween decor. Described as an ""Ivory memento mori, South German,17th c. the articulated ivory skeleton in an eboni…" 
"164","Nine oval miniature on ivory portrait paintings of prominent colonial-era Americans ... - {{URL}} {{URL}}" 
"165","Ebony and Ivory {{URL}}" 
"166","This is the kind of unconditional love for animals that should be in all of us. Then none of us would buy ivory,... {{URL}}" 
"167","Rosenthal Continental Sanssouci Soup Bowl and Under Plate Ivory Rose Pastorale Double Handled {{URL}}" 
"168","RT {{MENTION}}: #carving #walrustusk #walrusivory #ivory #ivoryskull #handcarved #novascotia #acadian #jamiethibault  #art #inprogre ..." 
"169","#walrus #ivory conchpins #handcarved by #jamiethibault 6g #plugs #tunnels #conch #jewelry #handmade #novascotia #NS {{URL}}" 
"170","I just discovered this on Poshmark: B. Makowsky ivory leather top zip shoulder bag. {{URL}} via {{MENTION}}" 
"171","Ivory Bridal Shawl and swarovski brooch Shawl #wedding  #sexyjewelry #beachwedding #bridal #sandals  {{URL}}" 
"172","Mystic Ivory Pearl Chalcedony Earrings, 14kt Gold Filled Wire Wrapped by DesignsbyCher {{URL}} via {{MENTION}} #handmade #gemstone #dewdrop #marquise #designsbycher" 
"173","{{URL}} 👈👈👈 
Lenox Pooh, Piglet, Tigger, Eeyore Birthday Celebration Teapot

Hand-painted ivory fine china accented with 24k gold.

Lenox and Disney Hallmark 😋🙌🌈 #Lenox #gold #Eeyore #Teapot #Vintage #Ceramics {{URL}}" 
"174","RT {{MENTION}}: Antiques Atlas - A Large Royal Worcester Blush Ivory Pot Pourri {{URL}} via {{MENTION}}" 
"175","Antiques Atlas - A Large Royal Worcester Blush Ivory Pot Pourri {{URL}} via {{MENTION}}" 
"176","Antiques Atlas - Large Antique Royal Worcester Blush Ivory Vase {{URL}} via {{MENTION}}" 
"177","Antiques Atlas - Large Antique Royal Worcester Ivory Pot Pourri {{URL}} via {{MENTION}}" 
"178","Antiques Atlas - Pair Of Antique Royal Worcester Blush Ivory Vases {{URL}} via {{MENTION}}" 
"179","Antiques Atlas - Large Antique Royal Worcester Blush Ivory Vase {{URL}} via {{MENTION}}" 
"180","Antiques Atlas - Antique Royal Worcester Blush Ivory Pedestal Vase {{URL}} via {{MENTION}}" 
"181","Antiques Atlas - Antique Royal Worcester Blush Ivory Vase And Cover {{URL}} via {{MENTION}}" 
"182","Antiques Atlas - A Royal Worcester Blush Ivory Pedestal Lidded Vase {{URL}} via {{MENTION}}" 
"183","RT {{MENTION}}: Antiques Atlas - Pair Of Antique Royal Worcester Blush Ivory Vases {{URL}} via {{MENTION}}" 
"184","Antiques Atlas - Pair Of Antique Royal Worcester Blush Ivory Vases {{URL}} via {{MENTION}}" 
"185","Antiques Atlas - Antique Royal Worcester Blush Ivory Pedestal Vase. {{URL}} via {{MENTION}}" 
"186","Antiques Atlas - Pair Of Antique Royal Worcester Blush Ivory Vases {{URL}} via {{MENTION}}" 
"187","#antique #eighteencentury #silver and #ivory #snuffbox One more for my collection. @ Tortosa {{URL}}" 
"188","Excited to share the latest addition to my #etsy shop: Vintage Floral Lidded Vegetable Bowl Multicolored Flowers Covered Serving Dish W H Grindley Co Windsor Ivory Series England PanchosPorch {{URL}} #green #panchosporch #collectiblevtg #vintagehomedeco {{URL}}" 
"189","Vintage Complete Works of William Shakespeare 1940's, with Tem by IvoryAnnHome  {{URL}} via {{MENTION}}" 
"190","Vintage Ivory Linen Drawn Work Handkerchief w/Flowers, Wedding Bridal Ladies Collectible Hankie Hanky by GracesVintageGarden {{URL}}" 
"191","Antique Ivory Tape or Battenberg Lace Handkerchief, Victorian Wedding Bridal Collectible Hanky Hankie by GracesVintageGarden {{URL}}" 
"192","Vintage Ivory Linen Handkerchief Brussels Style Lace, Wedding Bridal Ladies Collectible Hankie Hanky by GracesVintageGarden {{URL}}" 
"193","Antique Royal Worcester Blush Ivory Plate Hand Painted Flowers Gilded Rim, 1888 Victorian Porcelain by GracesVintageGarden {{URL}}" 
"194","Take a look at this stunning Phoenicio-Egyptian ivory seated scribe 😲 It is rare and provenanced and has a loop for suspension. View it here: {{URL}} {{URL}}" 
"195","And when the exemption ends, won't it be wonderful to see all the 200 year old elephants come back to life. Sadly, beautiful items like yours will be destroyed for scrap and meanwhile the hideous trade in modern ivory will continue practically unhindered." 
"196","Rare Ivory British 232 Telephone (1956). In this era 99.9% of all phones were black Bakelite {{MENTION}} {{URL}}" 
"197","Antique ivory poses no threat to elephant conservation: in fact, it needs protection itself {{URL}}" 
"198","RT {{MENTION}}: We must stop the current trade in raw and poached ivory, but that is not the same as antique cultural artefacts in UK muse…" 
"199","This beauty fitted is the first of two this is the Ivory stovax Huntingdon 28 #stovax #chislehurst #kent #woodburners #multifuel #cosyfires {{URL}}" 
"200","RT {{MENTION}}: This astonishingly graceful work is the oldest known sculpture of a horse. It was crafted in mammoth ivory about 35,00…" 
"201","{{MENTION}} Hello, the ivory head is a part of a friends private collection, who also have a pair of carved 17thC ivory hands... its beautiful!" 
"202","A beautiful Hispano-Philippine carved ivory head of Christ. The sale of items like this help document our history and educate others #ivory {{URL}}" 
"203","Our fine art restorer can be seen meticulously reattaching the arm of this ivory figurine.

#restoration #ceramics #sculpture #ivory #inprogress {{URL}}" 
"204","Coming to us with one leg missing, this restored figurine is now standing proud in perfect display condition.

#restoration #fineart #antiqueart #antique #ivory {{URL}}" 
"205","Our fine art team excel in the specialised area of ivory restoration which can be appreciated in the work completed to this fine antique tankard.

#restoration #antiquerestoration #antique #ivory #ceramics {{URL}}" 
"206","This #ivory artwork showed evidence of a previous repair that had been undertaken by someone. Follow the journey of this beautiful piece as our team of fine art restorers showcases their wonderful dexterity in eliminating all evidence of that repair.

#restoration #antique {{URL}}" 
"207","Summer(Ceres)1760-70 doccia porcelain derive from a set of the four seasons originally carved in ivory by Balthazar permoser.  #18thcenturyporcelain {{URL}} {{URL}}" 
"208","Vintage Lenox Vase - Fine China with a Pink Rose and Golden Leaves - Classic Ivory Porcelain with 24k Gold Trim {{URL}} via {{MENTION}}  #gotvintage #GVS #vintageLenox #lenoxvase #LenoxRoseVase" 
"209","{{MENTION}} I believe we should destroy any ivory illegally being sold &amp; tax sales of antique ivory &amp; give the money to the conservationists" 
"210","Elephant poaching will not be stopped by banning the sale of antique ivory but by working together to uphold the law #protectantiqueivory" 
"211","Beautiful ivory walking stick at Heanor Antiques {{URL}}" 
"212","New stock: #VintageAfrican #WarMask #Guere #IvoryCoast #AfricanMask Figurine Primitive Carving Sculpture Wooden Primitive #TribalArt c1950-60's EVE {{URL}} A massive evolving inventory of African art in store. Buy direct through our website and save! {{URL}}" 
"213","{{MENTION}} good article about the matter, stopping antique #ivory sales wont help, antiques are not the problem

{{URL}}" 
"214","RT {{MENTION}}: A King from the Lewis Chessmen, Scandinavian 12th century carved from Walrus Ivory, a National Treasure lets pls #protec…" 
"215","HB5578 makes no sense, poached ivory goes to China #ctbudget  {{MENTION}} {{MENTION}}
{{URL}} {{URL}}" 
"216","Report shows poached ivory goes to Asia, not the U.S #ivoryboondoggle #ctbudget #cpolitics {{URL}} {{URL}}" 
"217","Exquisite French #ivory fan circa 1850, banned under hb5578 RT {{MENTION}}  {{MENTION}} {{MENTION}}@SharkBits88 {{URL}}" 
"218","This antique portrait miniature on #ivory  banned by HB5578.  {{MENTION}}  {{MENTION}} {{MENTION}} {{MENTION}} {{URL}}" 
"219","Byzantine #ivory crucifix circa 1360 from #TheMet, banned by CT HB5578,  RT {{MENTION}} {{MENTION}}@SharkBits88 {{URL}}" 
"220","If buffalo was endangered would be ban moccasins?  No on HB5578, #IVORY boondoggle {{MENTION}} {{MENTION}} {{URL}}" 
"221","Meiji Japanese cane ca. 1890 illegal if  hb5578 passes #ivory #antique {{MENTION}} {{MENTION}} {{MENTION}} {{URL}}" 
"222","HB5578 will require documentation the ivory on this finial is antique- hoping that will save elephants in Africa??!! {{URL}}" 
"223","Louis Masriera pendant with ivory, circa 1910.  Oppose hb5578, Please RT #artnouveau {{MENTION}} {{MENTION}} {{URL}}" 
"224","Regency tea caddy, 19,20,21% ivory???  Save elephants w/o attacking antiques. No on hb5578 {{MENTION}} {{MENTION}} {{URL}}" 
"225","#ArtDeco masterpiece by Emile-Jacques Ruhlmann with #ivory inlay, banned by hb5578. RT {{MENTION}} {{MENTION}} {{URL}}" 
"226","14th century French #ivory box, banned if hb5578 passes in CT. #gothic #themet #gunrights {{MENTION}}  #veto {{URL}}" 
"227","Preiss bronze and ivory, Bathers, circa 1925, sold for $50,000 in 2013, now BANNED in the U.S. RT #artdeco #auction {{URL}}" 
"228","USA loaded with ""ivory traffickers"" is oft-quoted.  2014 regulations made 99.9% of older previously legal ivory in U.S. suddenly illegal!" 
"229","Federal chest from Portsmouth, sold by Skinner for $270,000, banned if MA hb1275 passes {{MENTION}} #ivory #antiques {{URL}}" 
"230","Extremely flawed article, {{MENTION}}:  all ivory found at customs is seized incl. your aunt Minnie's earrings.   {{URL}}" 
"231","Harvard Law Record opposes crazy MA ban on antique ivory {{URL}} 
{{MENTION}} 
{{MENTION}} {{MENTION}} #gunrights" 
"232","Fantastic carved #ivory rabbit cane ca.1890 will be banned by hb5578 in CT, call your reps and RT #Easter  #antiques {{URL}}" 
"233","{{MENTION}} {{MENTION}} Federal law prohibits ivory now.  This law only extends to antiques and is opposed by museums, historical societies." 
"234","Tiffany #ivory and silver tankard, circa 1900, can be seized and destroyed under CT hb5578. #teaparty #libertarian {{URL}}" 
"235","18th century #ivory crucifix from #TheMet, illegal to buy, sell or POSSESS under hb227 in CT #gunrights #infowars {{URL}}" 
"236","What happens with ideologues take over the regulatory state? Antiques become contraband {{URL}}  #gunrights #antiques #ivory" 
"237","Here's the bad guys, not antique and gun collectors. #saveelephants #gunrights #2ndamendment #intlforestday #ivory {{URL}}" 
"238","Portrait of a young girl by Anne Mee from 1805 will be banned by #hb5578 #gunrights #infowars #saveelephants #ivory {{URL}}" 
"239","{{MENTION}} Compare that with the antique trade still buying and selling Ivory and telling jumbo ""it's ok jumbo it's your grandfathers tusks not your brothers....honest!" 
"240","We love #Chinese #Antiques from #statues #carved figures, #vases, #whiteceramics #carved ivory #jade keep them coming!" 
"241","A 19th century Chinese table screen with lapis lazuli, mother of pearl, ivory,  zitan stones. #antiques #chinese. {{URL}}" 
"242","Built in the 19th Century as a luxurious, ivory colored villa, the hotel still maintains the elegant look of days gone by in its marble floors, carved wood panels, chandeliers and draperies. {{URL}} #luxuryhotel #italy {{URL}}" 
"243","India Elephant Map #ivoryforelephants #stoppoaching #elephants for #ivory ! #animals #elephanttree {{URL}}" 
"244","Relax into the New Year with this fantastic ivory leather LC3 sofa in great vintage condition… {{URL}}" 
"245","{{MENTION}} {{MENTION}} Do you think that every piece of ivory was carved yesterday? Every dealer I know abhors the modern ivory trade as much as you, but logic dictates how moronic it would be to burn or destroy all existing works of art. It’s still legal to sell new ivory in Burma, new target perhaps?" 
"246","{{MENTION}} Sorry for what happened, {{MENTION}} . Maybe they should have targetted Woolley &amp; Wallis yesterday. Masses of 20th century ivory that nobody wants, going either unsold or for next to nothing. Works of art yes, job lots of parts of stands, what’s the point?" 
"247","GORGEOUS GOLD! another Client commission completed. Frame finished in a classic ivory eggshell, and fabric is a... {{URL}}" 
"248","Ivory and tortoise shell silver mounted casket. Gujarat or Sindh - India, 17th c. (W. 22 in) {{URL}} {{URL}}" 
"249","Walrus ivory Russian box – Archangelsk, c. 1780 {{URL}}" 
"250","The Kendall Infinity Cowl in Ivory  {{URL}}" 
"251","The Kendall Infinity Cowl in Ivory  {{URL}}" 
"252","An ivory netsuke of a greyhound
Early 19th century
6.7 cm {{URL}}" 
"253","{{URL}} Ivory netsuke with a kitten on a feather broom
19th century
Length: 9.6 cm {{URL}}" 
"254","Ivory netsuke with a skeleton 
19th century
Signed: Shozan
Height: 6 cm
{{URL}} {{URL}}" 
"255","{{MENTION}} Absolutely should not be sold. Who's gonna buy it? The same individuals who seek 'banned' ivory... Once that has gone, they'll still be hungry for more...only when we stop attributing a monetary and intrinsic value to all ivory will the appetite for modern ivory start to wane." 
"256","PBS says ""#Antiques Roadshow"" is dropping appraisals of ivory tusks: {{URL}}" 
"257","#letstrove Vintage French Ivory Dining Set all with beautiful shell and leaf carvings- a real statement piece for any dining room, which seats up to 10 people when fully extended!
{{URL}} 
#vintagediningset #frenchdiningset #frenchhome #frenchinteriors {{URL}}" 
"258","RT {{MENTION}}: United States Bans Commercial Trade of Ivory  #antiques #ivory {{URL}}" 
"259","Here’s my take on the Kent tier 3 lockdown! #borisjohnson #chess #bubble #infringement #endlockdownnow #civilliberties #ivory #guangzhou #antique ⁦{{MENTION}}⁩ #Christmasgifts #christmasbubble #chineseexport ⁦{{MENTION}}⁩ ⁦{{MENTION}}⁩ {{URL}}" 
"260","Absolutely beautiful Beuchvishau ivory silk child's bridesmaid dress with green sash {{MENTION}} only £14! 😍
#cornxchange #cornucopia #ivorysilk #bridesmaiddress #bridesmaid #bargain #harleston #norfolk… {{URL}}" 
"261","All Hallows Eve is said to be when the veil between the two worlds is at it thinnest! 
18th c sand glass, early 19th c hair ornaments in the form of arrows. Silver and gold skull pomanders from the 17c and an ivory momento mori skull from the same period. {{URL}}" 
"262","Here’s my take on the Kent tier 3 lockdown! #borisjohnson #chess #bubble #infringement #endlockdownnow #civilliberties #ivory #guangzhou #antique ⁦{{MENTION}}⁩ #Christmasgifts #christmasbubble #chineseexport ⁦{{MENTION}}⁩ ⁦{{MENTION}}⁩ {{URL}}" 
"263","Antique ivory {{URL}}" 
"264","dugong ivory ( antique) {{URL}}" 
"265","dugong ivory (antique) {{URL}}" 
"266","Buddha carving from ivory mammoth {{URL}}" 
"267","Buddha carving from ivory elephant (antique) {{URL}}" 
"268","Buddha carving from ivory mammoth {{URL}}" 
"269","Buddha carving from ivory mammoth {{URL}}" 
"270","Buddha carving from ivory mammoth {{URL}}" 
"271","Eventually, Committee 1 of CITES approved by consensus the idea of the Secretariat conducting a study on the extent of mammoth ivory acting as a cover for banned elephant ivory. It was the CITES powers giving Israel a polite way to save itself from an embarrassing defeat." 
"272","The Russians also fiercely opposed to any restrictions on wooly mammoth trading, did not even bother meeting with Israel on the grounds that they remained opposed to CITES having anything to do with mammoth ivory." 
"273","The Ivory Education Institute attends CITES meetings to remind the world that ivory is a unique and historically vital material and that ivory is not exclusively produced by elephants, but is also a product of walruses, narwhals, boars, warthogs, hypos, whales and mammoths." 
"274","El Cid gallery is an antique and art gallery.
We specialize in mammoth ivory carvings, porcelain and contemporanei… {{URL}}" 
"275","High quality mammoth ivory carving of a family of rabbits eating carrots laid on teak wood
{{URL}} {{URL}}" 
"276","I've just posted on my #ElCidGallery Blog about: Mammoth Ivory and Feng Shui {{URL}}" 
"277","Captivating high quality mammoth ivory carving of a bear family laid on teak wood
{{URL}} {{URL}}" 
"278","Stunning high quality mammoth ivory carving of a family of monkeys laid on teak wood
{{URL}} {{URL}}" 
"279","Mammoth Ivory Carved: {{URL}} via {{MENTION}}" 
"280","Joyous high quality mammoth ivory carving of standing Buddha on a teak wood
{{URL}} {{URL}}" 
"281","High quality mammoth ivory carving of kids playing on a relaxed bull laid on a teak wood
{{URL}} {{URL}}" 
"282","Stunning Hand Carved mammoth Ivory carving of a family of rabbits eating carrots.
{{URL}} {{URL}}" 
"283","Gary Williams sent us a fascinating portrait of chief Naiche on a piece of fossil walrus ivory. For sale: $1,750.00 {{URL}}" 
"284","Something different: Letter Opener &amp; Magnifying Glass Set. Mammoth ivory inlaid with cocobolo, ebony, &amp; other woods {{URL}}" 
"285","Adams brings us 3 wonderfully detailed #scrimshaw new to gallery done on ancient walrus ivory. For sale on website. {{URL}}" 
"286","Our newsletter of new #scrimshaw is here! Many nautical pieces by Dupont on ancient walrus tusk ivory are featured. {{URL}}" 
"287","New pieces of #scrimshaw from Judge arrived today &amp; they are fantastic. Both large chunks of ancient mammoth ivory. {{URL}}" 
"288","29 Mei 2010! Official release of the Mammoth Ivory website!" 
"289","{{URL}} - Photoshoot Mammoth Ivory Carvings" 
"290","Mammoth ivory website under construction!!" 
"291","Preparing the photoshoot for our Mammoth ivory carvings!" 
"292","{{MENTION}} mammoth ivory facebook is awesom!" 
"293","Photoshoot of the Mammoth ivory carvings" 
"294","Designing a new website for Mammoth Ivory" 
"295","stunning Cantonese embroidered (on verso &amp; recto) ivory silk fan lined with ostrich feathers, Lot 155 from our Fine Art &amp; Antiques sale.

Estimate: £100-200

More images available in our online catalogue

#fan  #antique #chineseart #craft #chinesecraft #silkfan 
 #art #auction {{URL}}" 
"296","Baule figure with beautiful carving detail from Ivory Coast, Early 20th C. Measuring 40.5 cm
 
Provenance: Private collection, California, USA

For sale from {{MENTION}}ican_art 
{{URL}} {{URL}}" 
"297","Such a wonderful vegan alternative to Ivory. No animals were harmed in the making of these earrings. X

#vegan #ivory #earlings #jewellery #sustainable {{URL}}" 
"298","RT {{MENTION}}: SOLD £5,800 - Sarah Biffin (British 1784-1850) Portrait of a military officer, miniature, watercolour on ivory #auctio…" 
"299","Specialists with the appropriate knowledge are able to judge whether an item was made in an earlier era”. BADA has therefore proposed “third-party verification for carvings or items comprising mainly ivory

{{URL}} {{URL}}" 
"300","Our fine art restorer can be seen meticulously reattaching the arm of this ivory figurine.

#restoration #ceramics #sculpture #ivory #inprogress {{URL}}" 
"301","Coming to us with one leg missing, this restored figurine is now standing proud in perfect display condition.

#restoration #fineart #antiqueart #antique #ivory {{URL}}" 
"302","Our fine art team excel in the specialised area of ivory restoration which can be appreciated in the work completed to this fine antique tankard.

#restoration #antiquerestoration #antique #ivory #ceramics {{URL}}" 
"303","This #ivory artwork showed evidence of a previous repair that had been undertaken by someone. Follow the journey of this beautiful piece as our team of fine art restorers showcases their wonderful dexterity in eliminating all evidence of that repair.

#restoration #antique {{URL}}" 
"304","Another brilliant selling lot this morning... The large Japanese carved Ivory figure

{{URL}} {{URL}}" 
"305","{{MENTION}} Hello, the ivory head is a part of a friends private collection, who also have a pair of carved 17thC ivory hands... its beautiful!" 
"306","A beautiful Hispano-Philippine carved ivory head of Christ. The sale of items like this help document our history and educate others #ivory {{URL}}" 
"307","All Hallows Eve is said to be when the veil between the two worlds is at it thinnest! 
18th c sand glass, early 19th c hair ornaments in the form of arrows. Silver and gold skull pomanders from the 17c and an ivory momento mori skull from the same period. {{URL}}" 
"308","Beautiful ivory walking stick at Heanor Antiques {{URL}}" 
"309","{{MENTION}} good article about the matter, stopping antique #ivory sales wont help, antiques are not the problem

{{URL}}" 
"310","RT {{MENTION}}: A King from the Lewis Chessmen, Scandinavian 12th century carved from Walrus Ivory, a National Treasure lets pls #protec…" 
"311","#antique #eighteencentury #silver and #ivory #snuffbox One more for my collection. @ Tortosa {{URL}}" 
"312","Antiques collectors/dealers entering USA make sure your paper work is in order regarding antique items, in ivory, tortoiseshell, feathers,." 
"313","Antique ivory poses no threat to elephant conservation: in fact, it needs protection itself {{URL}}" 
"314","RT {{MENTION}}: We must stop the current trade in raw and poached ivory, but that is not the same as antique cultural artefacts in UK muse…" 
"315","Please sign this petition regarding Ivory laws, we all know how devastating it would be if the laws go through. #antiques #ivory #ivorylaws #Petition 

{{URL}}" 
"316","A Victorian ivory cane handle modelled as a greyhound.
{{URL}} @ London,… {{URL}}" 
"317","Good luck to FACT (Friends of Antique Cultural Treasures), who are challenging the Ivory Act in the Court of Appeals today on behalf of ivory dealers and collectors #ivoryban #ivoryact" 
"318","The UK government has blocked the export of two Balthasar Permoser ivory statuettes. {{URL}} {{URL}}" 
"319","{{URL}} via {{MENTION}} #vintage #ebay #1952 #ivorybakelitetelephone #ivory #bakelite" 
"320","Original 1956 GPO 332L &amp;#039;Exchange&amp;#039; Vintage Ivory Bakelite Telephone. Converted  {{URL}} via {{MENTION}} #ebay #bakelite #ivorytelephone #GPO" 
"321","Original 1957 GPO 332L Vintage Ivory Bakelite Telephone. Converted &amp;amp; Working {{URL}} via {{MENTION}} #GPO #bakelite #vintage #ivorytelephone #ebay" 
"322","Original 1957 GPO 332L Vintage Ivory Bakelite Telephone. Converted &amp;amp; Working {{URL}} via {{MENTION}} #vintage #bakelite #ivorytelephone" 
"323","David Shepherd 'The Ivory Is Theirs' {{URL}} {{URL}}" 
"324","Sumptuous Ivory Silk Quilt Bedspread {{URL}} {{URL}}" 
"325","We have a treasure chest of new and exciting goodies! This Antiqued French Candelabra is heavily distressed to reveal the layers of age in a beautiful patina of grey, gold and ivory. {{URL}} {{URL}}" 
"326","Family Fun at the The French Bedroom Company! 
Georgia's (not so little) boy JakJak on our brand new Oversized Giant Cockerel Ornament in a Distressed Gold and Ivory Finish. {{URL}} {{URL}}" 
"327","Summer(Ceres)1760-70 doccia porcelain derive from a set of the four seasons originally carved in ivory by Balthazar permoser.  #18thcenturyporcelain {{URL}} {{URL}}" 
"328","Ebony &amp; ivory tribal drum miniatures c1930 #artdeco #tribalart #ebonycarvings #ebonyivory… {{URL}}" 
"329","A 19th century Chinese table screen with lapis lazuli, mother of pearl, ivory,  zitan stones. #antiques #chinese. {{URL}}" 
"330","Polychrome &amp; gilded Delftware Fountain with lid and spout att. Jacobus Halder, De Grieksche A in 1766

Description

This polychrome fountain with lid, brass and original ivory spout, is decorated with prince William… {{URL}}" 
"331","{{MENTION}} {{MENTION}} Do you think that every piece of ivory was carved yesterday? Every dealer I know abhors the modern ivory trade as much as you, but logic dictates how moronic it would be to burn or destroy all existing works of art. It’s still legal to sell new ivory in Burma, new target perhaps?" 
"332","{{MENTION}} Sorry for what happened, {{MENTION}} . Maybe they should have targetted Woolley &amp; Wallis yesterday. Masses of 20th century ivory that nobody wants, going either unsold or for next to nothing. Works of art yes, job lots of parts of stands, what’s the point?" 
"333","Visit us for our May exhibition in London this week. Enjoy this unusual black-glazed trompe l'oeil wall vase with faux-ivory celadon stand (Qianlong period) from the private collection of Baron 
Nathaniel de Rothschild.  
#asiaweek #london #littletonandhennessyasianart {{URL}}" 
"334","An ivory netsuke of a greyhound
Early 19th century
6.7 cm {{URL}}" 
"335","{{URL}} Ivory netsuke with a kitten on a feather broom
19th century
Length: 9.6 cm {{URL}}" 
"336","Ivory netsuke with a skeleton 
19th century
Signed: Shozan
Height: 6 cm
{{URL}} {{URL}}" 
"337","Ivory and tortoise shell silver mounted casket. Gujarat or Sindh - India, 17th c. (W. 22 in) {{URL}} {{URL}}" 
"338","Walrus ivory Russian box – Archangelsk, c. 1780 {{URL}}" 
"339","{{MENTION}} Absolutely should not be sold. Who's gonna buy it? The same individuals who seek 'banned' ivory... Once that has gone, they'll still be hungry for more...only when we stop attributing a monetary and intrinsic value to all ivory will the appetite for modern ivory start to wane." 
"340","Here’s my take on the Kent tier 3 lockdown! #borisjohnson #chess #bubble #infringement #endlockdownnow #civilliberties #ivory #guangzhou #antique ⁦{{MENTION}}⁩ #Christmasgifts #christmasbubble #chineseexport ⁦{{MENTION}}⁩ ⁦{{MENTION}}⁩ {{URL}}" 
"341","RT {{MENTION}}: United States Bans Commercial Trade of Ivory  #antiques #ivory {{URL}}" 
"342","Glorious Cats The Paintings of Lesley Anne Ivory 1989 Reprint
{{URL}}" 
"343","Some more teapots have made their way into our conservation studio! They have been cleaned and polished using conservation grade methods and materials. Careful consideration is taken when working with objects that have natural materials such as wood and ivory components. {{URL}}" 
"344","TWO VINTAGE CHINA PLATES WITH VIEW OF OLD ENGLAND 1930S BY WOOD IVORY WARE {{URL}}" 
"345","{{MENTION}} It seems that the interest in these Netsuke will drop off soon since 90% of the antique ones are made of ivory and our silly government has agreed to ban the trade in these beautiful works of art" 
"346","Look forward to a busy week {{MENTION}} #olympia #ivory #masterpiece #londonartweek #westminstercouncil #crunchtime" 
"347","RT {{MENTION}}: HUGE BORED APE GIVEAWAY 🚀🚨

I AM GIVING AWAY 3 MUTANT {{MENTION}} NFTS! #NFTGiveaway
 
💰Floor price = 6 ETH (each)💰
($28.300)…" 
"348","RT {{MENTION}}: 3 x Donkey NFT Giveaway

HEE-HAAW! We are celebrating the opening of our Discord! 

Presale Spots are now available. (350 P…" 
"349","RT {{MENTION}}: GM! To celebrate the upcoming presale for MIMO, I am giving away a sockpass that will get you access to the round 2 presale…" 
"350","{{MENTION}} Hampool Enterprise  Co., Ltd,China. 
We produce Heat Shrink Tubing&amp; Heat Shrink solder sleeve &amp; Heat shrink Terminal &amp; Pre-insulated connectors &amp; Cable ties &amp; non-shrink tubing &amp; PVC Tape.
Contact :+8618017673991（WhtasApp, Wechat, Viber)
sales9@hampool.com" 
"351","HP-CGT
Corrugated Tubing
Material : PP
Temperature Range : -40 C to 135 C
Enormous cold impact strength
Feel free to contact me if you need it
Contact : +86-18017673991(WhatsApp, Wechat, Viber)
Email : sales9@hampool.com
#CorrugatedTubing
#shrinksleeve
#shrinkterminal {{URL}}" 
"352","{{MENTION}} {{MENTION}} {{MENTION}} One of mine too {{MENTION}} …I’m a meat eater but I prefer a portobello burger over a regular burger any day….🥰" 
"353","RT {{MENTION}}: ✨ Save the date! ✨ 

🤖 Cyber Monday Deals 🤖

Only on 29th November, buy 2 rings and get the third ring half price, with co…" 
"354","{{MENTION}} {{MENTION}} I am grateful for a roof over my head &amp; food to eat…so many are struggling just to meet their basic needs right now. {{MENTION}}" 
"355","New in shop. Vintage Leopard Print Wrap Dress by Diane Von Furstenberg Clas by Parcequejepeux  {{URL}} via {{MENTION}}" 
"356","RIP {{MENTION}}" 
"357","{{MENTION}} {{MENTION}} RIP" 
"358","Ryan, you're going to #Radiohead!" 
"359","RT {{MENTION}}: Before I start, know that the entire NYT article is based on a lie: in fact, shoplifting in SF is *way down.* But NYT par…" 
"360","RT {{MENTION}}: Did you know that {{MENTION}}'s birthday is coming up? Yup, Oct. 19. This year, she's celebrating by raising funds fo…" 
"361","RT {{MENTION}}: Don’t miss our third #LeadDevTogether series running from October 19–December 14.

We will be joined by some fantastic new…" 
"362","#CantoYes" 
"363","Job Openings {{URL}}" 
"364","#bruna_aneek {{URL}}" 
"365","Tree... {{URL}}" 
"366","Tomé una foto {{URL}}" 
"367","{{MENTION}} xopa pana como se hace pa bajar el especial de danger man" 
"368","Happy Second Anniversary {{MENTION}} :) The best is yet to come :) {{URL}}" 
"369","Happy Solstice!" 
"370","Introducing {{MENTION}} to some classics, like {{URL}}" 
"371","Awesome post offices ✅ Healthy food ✅ Happy people ✅ Great airport ✅ Crazy fitness ✅ Astounding nature ✅ It's official: I love you, Norway." 
"372","Next stop: {{URL}} Here goes nothin!" 
"373","New places, new friends, good times. Great times. #grateful" 
"374","Haha totally {{URL}}" 
"375","RT {{MENTION}}: Just launched a new Kickstarter Campaign! Type markdown and search the internet right from your command prompt! {{URL}}" 
"376","RT {{MENTION}}: ""full-stack"" now means you can:

build front-ends
write back-ends
handle devops
start a podcast
curate a newsletter
crack…" 
"377","explicitificate = to make explicit (yikes)
explicitification = the process of making explicit (yikes again)" 
"378","Raise the root and spare the tree
Cut you out of my memory
Leave my world just black and white
Snatch the sun out of the sky
For the only color in my life
Is the memory of you and I.
- Bear's Den, Berlin" 
"379","You can't know what you like until you know what you dislike." 
"380","Baker electronics maker" 
"381","I need hope, false or not." 
